PG.MolecularWeight	PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.CellularComponent	PG.BiologicalProcess	PG.MolecularFunction	PG.Completeness	[1] AST_260331_115.raw.PG.NrOfStrippedSequencesUsedForQuantification	[2] AST_260331_116.raw.PG.NrOfStrippedSequencesUsedForQuantification	[3] AST_260331_117.raw.PG.NrOfStrippedSequencesUsedForQuantification	[4] AST_260331_118.raw.PG.NrOfStrippedSequencesUsedForQuantification	[5] AST_260331_119.raw.PG.NrOfStrippedSequencesUsedForQuantification	[6] AST_260331_120.raw.PG.NrOfStrippedSequencesUsedForQuantification	[7] AST_260331_121.raw.PG.NrOfStrippedSequencesUsedForQuantification	[8] AST_260331_125.raw.PG.NrOfStrippedSequencesUsedForQuantification	[9] AST_260331_126.raw.PG.NrOfStrippedSequencesUsedForQuantification	[10] AST_260331_127.raw.PG.NrOfStrippedSequencesUsedForQuantification	[11] AST_260331_128.raw.PG.NrOfStrippedSequencesUsedForQuantification	[12] AST_260331_129.raw.PG.NrOfStrippedSequencesUsedForQuantification	[13] AST_260331_130.raw.PG.NrOfStrippedSequencesUsedForQuantification	[14] AST_260331_131.raw.PG.NrOfStrippedSequencesUsedForQuantification	[15] AST_260331_134.raw.PG.NrOfStrippedSequencesUsedForQuantification	[16] AST_260331_135.raw.PG.NrOfStrippedSequencesUsedForQuantification	[17] AST_260331_136.raw.PG.NrOfStrippedSequencesUsedForQuantification	[18] AST_260331_137.raw.PG.NrOfStrippedSequencesUsedForQuantification	[19] AST_260331_138.raw.PG.NrOfStrippedSequencesUsedForQuantification	[20] AST_260331_139.raw.PG.NrOfStrippedSequencesUsedForQuantification	[21] AST_260331_140.raw.PG.NrOfStrippedSequencesUsedForQuantification	[22] AST_260331_142.raw.PG.NrOfStrippedSequencesUsedForQuantification	[23] AST_260331_143.raw.PG.NrOfStrippedSequencesUsedForQuantification	[24] AST_260331_144.raw.PG.NrOfStrippedSequencesUsedForQuantification	[25] AST_260331_148.raw.PG.NrOfStrippedSequencesUsedForQuantification	[26] AST_260331_149.raw.PG.NrOfStrippedSequencesUsedForQuantification	[27] AST_260331_152.raw.PG.NrOfStrippedSequencesUsedForQuantification	[28] AST_260331_153.raw.PG.NrOfStrippedSequencesUsedForQuantification	[29] AST_260331_157.raw.PG.NrOfStrippedSequencesUsedForQuantification	[30] AST_260331_158.raw.PG.NrOfStrippedSequencesUsedForQuantification	[31] AST_260331_161.raw.PG.NrOfStrippedSequencesUsedForQuantification	[32] AST_260331_162.raw.PG.NrOfStrippedSequencesUsedForQuantification	[33] AST_260331_163.raw.PG.NrOfStrippedSequencesUsedForQuantification	[34] AST_260331_164.raw.PG.NrOfStrippedSequencesUsedForQuantification	[35] AST_260331_165.raw.PG.NrOfStrippedSequencesUsedForQuantification	[36] AST_260331_166.raw.PG.NrOfStrippedSequencesUsedForQuantification	[37] AST_260331_167.raw.PG.NrOfStrippedSequencesUsedForQuantification	[38] AST_260407_008.raw.PG.NrOfStrippedSequencesUsedForQuantification	[39] AST_260407_009.raw.PG.NrOfStrippedSequencesUsedForQuantification	[40] AST_260407_010.raw.PG.NrOfStrippedSequencesUsedForQuantification	[41] AST_260407_011.raw.PG.NrOfStrippedSequencesUsedForQuantification	[42] AST_260407_012.raw.PG.NrOfStrippedSequencesUsedForQuantification	[43] AST_260407_014.raw.PG.NrOfStrippedSequencesUsedForQuantification	[44] AST_260407_015.raw.PG.NrOfStrippedSequencesUsedForQuantification	[45] AST_260407_016.raw.PG.NrOfStrippedSequencesUsedForQuantification	[46] AST_260407_017.raw.PG.NrOfStrippedSequencesUsedForQuantification	[47] AST_260407_018.raw.PG.NrOfStrippedSequencesUsedForQuantification	[48] AST_260407_019.raw.PG.NrOfStrippedSequencesUsedForQuantification	[1] AST_260331_115.raw.PG.MS2Quantity	[2] AST_260331_116.raw.PG.MS2Quantity	[3] AST_260331_117.raw.PG.MS2Quantity	[4] AST_260331_118.raw.PG.MS2Quantity	[5] AST_260331_119.raw.PG.MS2Quantity	[6] AST_260331_120.raw.PG.MS2Quantity	[7] AST_260331_121.raw.PG.MS2Quantity	[8] AST_260331_125.raw.PG.MS2Quantity	[9] AST_260331_126.raw.PG.MS2Quantity	[10] AST_260331_127.raw.PG.MS2Quantity	[11] AST_260331_128.raw.PG.MS2Quantity	[12] AST_260331_129.raw.PG.MS2Quantity	[13] AST_260331_130.raw.PG.MS2Quantity	[14] AST_260331_131.raw.PG.MS2Quantity	[15] AST_260331_134.raw.PG.MS2Quantity	[16] AST_260331_135.raw.PG.MS2Quantity	[17] AST_260331_136.raw.PG.MS2Quantity	[18] AST_260331_137.raw.PG.MS2Quantity	[19] AST_260331_138.raw.PG.MS2Quantity	[20] AST_260331_139.raw.PG.MS2Quantity	[21] AST_260331_140.raw.PG.MS2Quantity	[22] AST_260331_142.raw.PG.MS2Quantity	[23] AST_260331_143.raw.PG.MS2Quantity	[24] AST_260331_144.raw.PG.MS2Quantity	[25] AST_260331_148.raw.PG.MS2Quantity	[26] AST_260331_149.raw.PG.MS2Quantity	[27] AST_260331_152.raw.PG.MS2Quantity	[28] AST_260331_153.raw.PG.MS2Quantity	[29] AST_260331_157.raw.PG.MS2Quantity	[30] AST_260331_158.raw.PG.MS2Quantity	[31] AST_260331_161.raw.PG.MS2Quantity	[32] AST_260331_162.raw.PG.MS2Quantity	[33] AST_260331_163.raw.PG.MS2Quantity	[34] AST_260331_164.raw.PG.MS2Quantity	[35] AST_260331_165.raw.PG.MS2Quantity	[36] AST_260331_166.raw.PG.MS2Quantity	[37] AST_260331_167.raw.PG.MS2Quantity	[38] AST_260407_008.raw.PG.MS2Quantity	[39] AST_260407_009.raw.PG.MS2Quantity	[40] AST_260407_010.raw.PG.MS2Quantity	[41] AST_260407_011.raw.PG.MS2Quantity	[42] AST_260407_012.raw.PG.MS2Quantity	[43] AST_260407_014.raw.PG.MS2Quantity	[44] AST_260407_015.raw.PG.MS2Quantity	[45] AST_260407_016.raw.PG.MS2Quantity	[46] AST_260407_017.raw.PG.MS2Quantity	[47] AST_260407_018.raw.PG.MS2Quantity	[48] AST_260407_019.raw.PG.MS2Quantity
102578.58	O13585	YPR089W	Dilute domain-containing protein YPR089W	28	cellular_component,Golgi apparatus	biological_process	molecular_function,GTPase binding	100	16	18	15	16	16	19	17	19	17	13	20	20	20	19	16	16	15	18	20	21	21	14	19	16	17	18	16	18	18	17	19	18	15	15	16	19	21	17	18	15	16	20	19	19	20	21	20	20	3070.1279296875	3117.314208984375	3294.87646484375	3590.438720703125	3190.963623046875	3164.862548828125	3328.799072265625	3128.374267578125	3170.931884765625	3510.2998046875	3334.20556640625	3374.1376953125	3343.7626953125	3279.365234375	2772.88037109375	3197.1728515625	3525.455078125	3565.91015625	3373.343505859375	3373.6494140625	3339.76123046875	3016.728515625	2997.214599609375	3108.693359375	3020.19775390625	3097.907958984375	3170.819580078125	3071.764404296875	3100.4765625	3223.818359375	3146.560546875	3229.37939453125	3250.3623046875	3017.503173828125	3236.867919921875	3041.32470703125	3159.004638671875	3187.142333984375	3197.625	3483.595947265625	3300.127197265625	3086.6142578125	2757.666015625	3329.462646484375	2801.13720703125	2932.156005859375	2873.86376953125	2786.337158203125
11804.6	O13587	YPR096C	Uncharacterized protein YPR096C	1	cellular_component	positive regulation of translation	molecular_function	39.6	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1745.1378173828125	NaN	1611.682373046875	1541.3502197265625	229.62960815429688	NaN	NaN	NaN	1445.4542236328125	NaN	NaN	NaN	NaN	NaN	NaN	1231.082275390625	1147.760009765625	95.84452819824219	NaN	NaN	NaN	1128.364013671875	NaN	NaN	NaN	559.2310791015625	NaN	NaN	NaN	NaN	NaN	890.46044921875	616.5601196289062	457.6367492675781	NaN	NaN	NaN	NaN	NaN	NaN	NaN	895.5042724609375	463.8357849121094	1103.8607177734375	490.7626647949219	483.90081787109375	NaN	410.0080261230469
11135.2	O14455	RPL36B	Large ribosomal subunit protein eL36B	8	cytoplasm,cytosol,ribosome,cytosolic large ribosomal subunit	maturation of LSU-rRNA,cytoplasmic translation,translation,Requires Ontology	RNA binding,structural constituent of ribosome,protein binding	100	3	3	3	3	3	2	3	3	3	1	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	259439.390625	147015.109375	45966.046875	27458.32421875	311140.71875	312731.125	287997.96875	150508.65625	38035.8984375	19103.583984375	299179.96875	264004.5	297884.5	159540.140625	160293.34375	43068.78125	26520.02734375	271643.875	271379.8125	279351.75	145220.40625	127167.5390625	165140.515625	72151.5546875	146874.84375	183943.5	158700.875	75035.3671875	150688.8125	173946.8125	173442.25	55674.87109375	35822.99609375	160790.671875	146190.09375	153336.734375	177508.4375	114416.84375	81606.390625	72125.1328125	55567.43359375	112351.28125	148074.515625	85827.7109375	151303.25	150139.890625	198952.578125	157111.953125
10697.91	O14464	RTC6	Large ribosomal subunit protein bL36m	1	mitochondrion,mitochondrial inner membrane,ribosome,mitochondrial large ribosomal subunit	translation,mitochondrial translation,ribosome biogenesis	structural constituent of ribosome,zinc ion binding	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	606.6329956054688	1035.7762451171875	1003.3165893554688	2686.542724609375	1553.262451171875	1478.953857421875	1237.1605224609375	1079.5072021484375	833.0447998046875	1779.9522705078125	1264.43603515625	1255.628173828125	1261.3302001953125	1070.8935546875	1041.822021484375	982.5936889648438	1921.2952880859375	1124.773681640625	1598.2198486328125	1410.670654296875	1263.7266845703125	581.8713989257812	1557.739501953125	1412.068603515625	1522.9512939453125	1368.4840087890625	1600.3846435546875	1229.2586669921875	1294.747802734375	1303.6785888671875	1711.310791015625	1251.435546875	2004.0216064453125	1140.5845947265625	1403.040283203125	1338.2177734375	1188.36083984375	395.8339538574219	3254.066162109375	237.7376708984375	4336.75927734375	1168.831298828125	3949.491943359375	1394.916259765625	4782.54248046875	3126.414306640625	3172.527587890625	3787.64453125
16403.62	O14467	MBF1	Multiprotein-bridging factor 1	11	nucleus,cytoplasm,mitochondrion	rescue of stalled ribosome,Requires Ontology,maintenance of translational fidelity	DNA binding,ribosome binding	100	11	9	10	10	11	8	10	11	10	10	9	10	8	11	9	9	9	11	10	11	9	9	10	11	11	10	11	9	11	10	11	9	11	9	9	9	11	10	11	10	10	11	11	11	11	11	10	11	79249.71875	94980.3828125	27779.498046875	23263.2421875	81344.7734375	71549.3125	79548.890625	88341.453125	22407.4296875	56628.578125	81420.734375	75672.6015625	83201.8359375	63934.4921875	90106.9140625	18694.568359375	60808.8203125	75105.234375	77009.75	81648.3203125	76130.828125	46743.53125	66507.7109375	39635.6484375	49513.359375	69673.0390625	67874.9296875	40989.84375	49569.8203125	70853.1640625	55851.2734375	40484.02734375	33570.00390625	52371.59765625	51725.29296875	45574.61328125	62771.04296875	40731.703125	57906.8984375	37772.921875	38050.42578125	48364.1015625	55472.14453125	47505.3984375	62515.38671875	49318.46875	68942.0703125	45261.37890625
8617.49	O14468	YOR304C-A	Uncharacterized protein YOR304C-A	3	cytoplasm,cellular bud,cellular bud tip,cellular bud neck,mating projection tip	actin filament bundle assembly	molecular_function	81.2	2	1	2	1	3	3	3	3	1	1	3	2	2	3	1	1	1	3	2	3	2	0	3	0	1	3	1	2	1	2	2	1	2	2	2	3	2	0	0	1	0	3	0	1	0	0	1	0	372.3470764160156	436.6360778808594	269.2120056152344	549.010498046875	433.82647705078125	353.2629699707031	457.4743347167969	326.473388671875	193.7913360595703	449.68603515625	421.8280334472656	427.8723449707031	430.4703369140625	279.5755920410156	320.7364501953125	272.5939025878906	600.1101684570312	440.618408203125	327.4244384765625	596.64892578125	427.5389099121094	NaN	349.28973388671875	NaN	349.7293701171875	326.4726867675781	296.4727478027344	266.5673828125	441.1700439453125	219.6256561279297	270.21270751953125	146.2245330810547	130.399169921875	237.40650939941406	214.4904327392578	333.47369384765625	204.6573028564453	NaN	NaN	326.28753662109375	NaN	494.15045166015625	NaN	256.7327575683594	NaN	NaN	74.39302062988281	NaN
9404.52	O43137	YBR085C-A	Uncharacterized protein YBR085C-A	6	nucleus,cytoplasm	biological_process	molecular_function	100	4	4	5	4	5	4	4	4	4	2	5	5	4	5	5	4	3	4	4	4	4	4	5	4	4	5	5	4	5	5	4	4	4	4	4	4	4	4	4	5	4	4	5	4	4	4	4	4	6535.51171875	11742.5	4844.0107421875	2295.751953125	6868.27587890625	6645.9560546875	6872.5986328125	13540.025390625	4335.16845703125	5584.4072265625	6860.45458984375	6523.32666015625	7075.2763671875	4269.8046875	13977.703125	5357.83349609375	4897.15869140625	6875.41357421875	6169.798828125	6485.09326171875	3736.748291015625	5454.42578125	8582.029296875	5666.62744140625	7519.31640625	6339.2919921875	9143.4677734375	6057.08544921875	7414.615234375	8341.24609375	8789.0888671875	8616.31640625	4347.16259765625	8460.37109375	7360.22802734375	7908.7109375	8010.865234375	6643.13720703125	8146.06005859375	5999.78466796875	1849.130859375	5548.67431640625	6079.57861328125	5436.701171875	5379.3349609375	5732.56591796875	2463.050048828125	6163.5927734375
9711.96	O60200	MDM35	Mitochondrial distribution and morphology protein 35	5	mitochondrial intermembrane space,nucleus,cytoplasm,mitochondrion	mitochondrion organization,phospholipid transport,mitochondrial respiratory chain complex assembly,regulation of membrane lipid distribution,Requires Ontology	phosphatidic acid transporter activity,molecular_function,protein binding	100	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	5	5	4	4	3230.062255859375	4637.2421875	3941.181884765625	7710.47314453125	5571.10791015625	5211.5634765625	5120.73974609375	5534.82958984375	3528.724853515625	5781.01171875	5434.29443359375	5821.681640625	4980.771484375	4904.1376953125	5150.3349609375	3971.5654296875	6156.49365234375	5483.03857421875	5889.12109375	5261.4072265625	4564.22705078125	5682.32568359375	6684.71875	5481.8583984375	5870.76806640625	5383.82666015625	6422.98681640625	5887.32568359375	5075.87646484375	4977.50244140625	5672.36328125	5231.56298828125	6197.43603515625	4748.62646484375	4810.36376953125	4850.0126953125	5384.9375	3308.6884765625	4030.137939453125	3194.09619140625	4493.837890625	5645.32421875	4073.080078125	5532.845703125	4461.06591796875	3949.82275390625	3331.346435546875	4560.81884765625
10201.62	O74700	TIM9	Mitochondrial import inner membrane translocase subunit TIM9	6	mitochondrial inner membrane,mitochondrion,mitochondrial intermembrane space,mitochondrial intermembrane space protein transporter complex,mitochondrial inner membrane protein insertion complex	protein import into mitochondrial inner membrane	protein binding,zinc ion binding,unfolded protein binding,Requires Ontology	100	5	5	4	4	5	5	5	5	4	4	5	5	5	6	5	4	4	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	4	5	5	5	5	6	6	6	5	6	6	6	6	5	5	5	27500.03515625	25610.94140625	16779.056640625	41454.49609375	40163.203125	46191.484375	39837.07421875	27432.298828125	18710.111328125	36715.6875	45566.4765625	42918.95703125	39016.05078125	29888.798828125	33933.87109375	17373.140625	41557.80078125	37538.05859375	42869.37890625	42497.1953125	33041.55859375	27898.892578125	31744.392578125	23295.458984375	27863.794921875	30728.41015625	37983.66796875	27693.98828125	29314.201171875	27859.52734375	26866.796875	20883.541015625	33666.9765625	23196.65234375	23999.54296875	27492.044921875	26192.080078125	18644.318359375	32691.728515625	12113.6416015625	39506.08203125	31215.86328125	30780.359375	28019.642578125	35340.52734375	31695.533203125	40928.37890625	31795.77734375
10690.55	O75012	MRP10	Small ribosomal subunit protein mS37	5	mitochondrion,mitochondrial inner membrane,mitochondrial matrix,mitochondrial small ribosomal subunit	mitochondrial translation	structural constituent of ribosome	100	3	4	3	4	4	4	4	3	4	4	4	4	4	4	4	4	3	4	4	4	3	4	4	4	4	4	4	4	4	4	4	2	4	4	4	4	4	4	5	4	4	4	5	4	5	4	5	5	3269.685546875	4661.7998046875	3721.3349609375	7705.09375	5813.814453125	4730.02294921875	5126.38232421875	5143.20166015625	3018.80615234375	5667.30029296875	5522.08251953125	6400.1787109375	5270.1552734375	5444.6982421875	4941.3623046875	2987.6318359375	7330.83056640625	5590.63330078125	5862.6142578125	5536.40625	4852.0205078125	3954.907958984375	5282.107421875	4720.46435546875	5228.212890625	4774.3076171875	5127.21484375	4902.21484375	5498.50439453125	4886.56591796875	4690.9892578125	2934.616943359375	6527.01123046875	4269.3935546875	3065.43994140625	3770.41162109375	4130.271484375	3476.35302734375	6217.9619140625	3089.91650390625	8818.912109375	6060.28369140625	7343.51611328125	5710.51416015625	8674.1328125	7073.31396484375	7833.7470703125	6322.375
10386.14	O94742	SEM1	26S proteasome complex subunit SEM1	2	cytosol,proteasome storage granule,proteasome complex,proteasome regulatory particle, lid subcomplex,transcription export complex 2	double-strand break repair via homologous recombination,mRNA export from nucleus,protein folding,ubiquitin-dependent protein catabolic process,filamentous growth,maintenance of DNA trinucleotide repeats,proteasome-mediated ubiquitin-dependent protein catabolic process,proteasome assembly,positive regulation of transcription from RNA polymerase II promoter,regulation of cell cycle,SAGA complex localization to transcription regulatory region	molecular_function,protein binding,protein binding involved in protein folding,binding, bridging	100	2	2	1	1	2	2	2	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1784.174560546875	2085.197265625	450.8899230957031	570.6505126953125	4603.2685546875	4169.30517578125	4314.34423828125	1676.2569580078125	391.57769775390625	1034.650390625	4887.60986328125	4568.89599609375	4629.60595703125	1312.1492919921875	1236.3524169921875	309.7547302246094	1785.1021728515625	3978.86767578125	4371.5009765625	4738.919921875	1167.675537109375	936.8137817382812	1738.443359375	942.079833984375	1357.0648193359375	1483.7025146484375	1650.802734375	687.5172729492188	1910.44140625	1198.0374755859375	1329.4432373046875	457.0478820800781	583.3692016601562	1456.19921875	1009.1922607421875	1352.600341796875	1492.47509765625	401.4031677246094	254.12506103515625	516.2005615234375	408.9884033203125	794.8554077148438	552.613037109375	400.96539306640625	402.4717102050781	401.0592346191406	608.1827392578125	486.8483581542969
12181.97	P00044	CYC1	Cytochrome c isoform 1	12	mitochondrial intermembrane space,mitochondrion	mitochondrial electron transport, ubiquinol to cytochrome c,mitochondrial electron transport, cytochrome c to oxygen	protein binding,electron carrier activity,heme binding,cardiolipin binding	100	5	4	4	7	5	5	5	5	5	7	6	5	6	5	6	5	6	6	6	7	5	6	7	6	7	6	5	6	6	5	4	5	6	7	6	6	6	5	7	4	7	6	6	5	6	7	6	7	62191.0703125	63626.22265625	53505.71484375	100392.5546875	91268.421875	90613.4296875	79376.3359375	58248.2109375	49122.19140625	78115.7890625	93756.421875	87157.8203125	88920.0390625	76002.6875	67170.4921875	57231.58203125	89177.03125	94396.1875	93994.84375	87489.0234375	86050.890625	110868.0703125	115153.0703125	103046.15625	117842.875	118926.2421875	116605.4140625	111367.546875	118922.1171875	116554.4921875	116802.90625	84284.7734375	134805.140625	120442.015625	122125.1640625	122361.734375	106439.1953125	47646.74609375	116911.6171875	43407.5625	142186.9375	109194.1015625	134215.9375	106829.5625	141599.890625	136269.40625	97670.0546875	129711.8125
12532.3	P00045	CYC7	Cytochrome c isoform 2	4	mitochondrial intermembrane space,mitochondrion	mitochondrial electron transport, ubiquinol to cytochrome c,mitochondrial electron transport, cytochrome c to oxygen	electron carrier activity,heme binding	100	4	4	4	3	4	4	4	4	4	3	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	3	4	3	4	4	3	3	4	4	4	4	3	4	4	3	4	4	4	4	2932.77197265625	1165.52783203125	990.831298828125	483.53839111328125	532.4861450195312	535.1300659179688	607.587158203125	1102.2001953125	801.881103515625	1203.1378173828125	884.6669311523438	533.731201171875	600.6517944335938	588.0817260742188	1188.0023193359375	723.8521118164062	1097.453369140625	827.4215087890625	602.7593383789062	614.9173583984375	519.4449462890625	1003.5588989257812	1858.5740966796875	780.5624389648438	400.4660339355469	573.660400390625	1710.80517578125	721.8110961914062	369.23211669921875	562.539306640625	1338.6051025390625	257.9447937011719	314.7159423828125	534.6432495117188	437.0868835449219	501.21893310546875	463.3637390136719	1661.3533935546875	924.33935546875	1356.8460693359375	323.61376953125	706.8566284179688	849.81494140625	494.20623779296875	930.0302124023438	745.5987548828125	1271.56103515625	567.1640625
17257.12	P00127	QCR6	Cytochrome b-c1 complex subunit 6, mitochondrial	6	mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,membrane,nuclear periphery,respiratory chain complex III	mitochondrial electron transport, ubiquinol to cytochrome c,aerobic respiration,cellular respiration,hydrogen ion transmembrane transport	ubiquinol-cytochrome-c reductase activity	100	4	5	5	4	5	4	4	5	5	4	5	5	5	4	5	6	4	5	5	5	4	5	5	5	4	4	5	5	4	4	4	5	4	5	4	4	4	5	5	4	5	5	4	4	4	4	5	5	34619.96875	43910.3984375	36104.9453125	44585.3125	74179.9375	81727.03125	66028.9140625	38343.98828125	36928.125	30333.345703125	78315.390625	66816.28125	70322.3984375	54853.39453125	47583.6484375	42303.23828125	29971.169921875	76067.1953125	81799.484375	73940.6875	59240.2890625	64359.16015625	78642.125	69881.15625	72773.7421875	82603.4609375	78667.921875	75408.6171875	71046.3359375	80496.8828125	80243.8359375	80541.453125	63334.51953125	68790.6875	72056.578125	74407.34375	77739.4765625	31253.03515625	58818.453125	29716.689453125	55712.98828125	75833.5078125	55490.828125	78453.4375	59321.88671875	57524.24609375	47579.62109375	54897.29296875
14564.79	P00128	QCR7	Cytochrome b-c1 complex subunit 7, mitochondrial	10	mitochondrion,mitochondrial inner membrane,membrane,matrix side of mitochondrial inner membrane,respiratory chain complex III	mitochondrial electron transport, ubiquinol to cytochrome c,aerobic respiration,mitochondrial respiratory chain complex III assembly,cellular respiration,hydrogen ion transmembrane transport	ubiquinol-cytochrome-c reductase activity	100	9	9	9	10	10	9	10	10	10	10	10	10	9	9	10	10	10	10	10	9	9	10	10	10	10	10	10	10	10	9	10	10	9	9	10	10	10	9	10	9	10	9	10	9	10	10	10	10	56090.1328125	71514.296875	69854.3984375	125570.4375	96017.1796875	100048.703125	89001.953125	76166.125	71780.6953125	90952.125	96106.6796875	91652.0625	90994.7890625	84276.453125	74429.7890625	77682.9375	95367.390625	97011.0234375	97597.265625	95456.2265625	86551.078125	135443.265625	139584.375	134919.1875	148037.34375	150646.375	147936.625	152985.46875	152661.453125	150946.953125	141430.484375	159642.5625	169488.25	156048.53125	162969.78125	161622.796875	145548.109375	57547.03125	156548.8125	53589.9609375	155879.28125	126821.28125	144940.40625	131163.328125	153862.53125	156901.28125	103698.2265625	165439.265625
65539.4	P00175	CYB2	L-lactate dehydrogenase (cytochrome)	29	nucleus,mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,cytosol	lactate metabolic process	L-lactate dehydrogenase (cytochrome) activity,oxidoreductase activity,heme binding	100	18	23	17	24	24	24	20	22	21	20	25	22	24	20	24	21	20	24	23	25	22	26	26	27	26	24	25	25	26	24	26	28	26	25	27	24	25	19	26	18	26	24	27	25	26	28	22	28	7678.0859375	30765.09375	10537.8359375	28221.548828125	30752.158203125	26766.228515625	25855.001953125	34209.05078125	10658.595703125	13645.8564453125	30828.470703125	28851.77734375	24767.580078125	15544.9970703125	29906.826171875	12708.3896484375	13116.4140625	32990.05078125	29497.697265625	27248.49609375	13917.1396484375	55262.98828125	80901.1953125	95127.921875	116389.859375	78917.5234375	78200.6953125	86361.5078125	121228.8515625	80207.3125	76183.796875	79498.765625	93189.34375	120137.5390625	132593.546875	116768.8828125	81505.40625	9498.66015625	84557.4296875	10246.3232421875	85298.921875	63797.57421875	119210.0390625	69886.3828125	121151.0625	132652.28125	13991.564453125	127169.3046875
36849.17	P00330	ADH1	Alcohol dehydrogenase 1	27	cytoplasm,plasma membrane	amino acid catabolic process to alcohol via Ehrlich pathway,glycolytic fermentation to ethanol	alcohol dehydrogenase (NAD) activity,octanol dehydrogenase activity,protein binding,zinc ion binding,oxidoreductase activity,methylglyoxal reductase (NADH-dependent) activity,identical protein binding,allyl-alcohol dehydrogenase activity,Requires Ontology,melatonin binding,butanol dehydrogenase activity	100	16	14	14	14	13	14	15	14	14	15	14	15	13	13	14	14	17	17	15	14	13	14	15	14	14	12	14	13	14	12	15	14	12	13	14	13	13	15	12	14	13	13	13	14	12	12	12	12	1532688.25	1995888.375	962793.125	582354.1875	1416684.875	1450950.375	1469496.25	1891634.25	942642.375	932041.25	1522156.375	1493334	1458903	621493.1875	2069060.25	910138.125	810337.625	1452006.625	1466134.125	1468094.75	654835.5625	948086.6875	1182103.375	509525.09375	911145.8125	480406.53125	1198211.625	527570.25	934510.3125	519386.5	1080338	595538.8125	399684.9375	898234.9375	1003632.625	877467.5625	494845.875	1650388.5	764793.9375	1517783.25	433946.125	840101.9375	979169.5	758283.625	1003642.125	1032880.125	770169.4375	1096773
36731.9	P00331	ADH2	Alcohol dehydrogenase 2	13	cytoplasm	amino acid catabolic process to alcohol via Ehrlich pathway,ethanol metabolic process	alcohol dehydrogenase (NAD) activity,zinc ion binding,oxidoreductase activity,Requires Ontology,butanol dehydrogenase activity	100	5	11	10	11	10	10	9	11	10	11	9	10	9	10	12	10	10	10	9	10	9	11	13	12	12	12	12	12	13	12	12	12	12	12	12	13	12	6	11	8	12	12	12	12	12	12	12	12	1144.0557861328125	59932.26953125	18202.9296875	29581.5	10056.6005859375	16919.541015625	10903.583984375	57845.8125	17337.3515625	37592.59375	9516.4091796875	13342.6083984375	7635.66064453125	30906.494140625	58112.38671875	15227.90234375	36584.80078125	12597.548828125	9900.0537109375	15077.8330078125	33506.54296875	73674.6015625	185412.5625	633809.0625	842027.875	639373.75	196637.09375	637933.4375	811363.6875	649314.4375	184019.609375	526623.0625	785359.4375	787784.25	833855.9375	775240.25	678294.375	2958.95849609375	763045.125	3625.25634765625	896327.125	137153.890625	964969.375	300081.5625	993929.5	1002231.3125	39625.47265625	973081.9375
35846.85	P00358	TDH2	Glyceraldehyde-3-phosphate dehydrogenase 2	21	cytosol,nucleus,cytoplasm,mitochondrion,lipid particle,plasma membrane,fungal-type cell wall	glucose metabolic process,gluconeogenesis,glycolytic process,apoptotic process,reactive oxygen species metabolic process	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,protein binding,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,NADP binding,NAD binding,melatonin binding,promoter-specific chromatin binding	100	7	7	7	7	7	6	6	8	8	6	7	9	8	8	8	8	5	7	7	8	8	7	9	6	6	6	7	6	7	8	8	6	6	8	7	7	7	8	7	8	6	6	7	7	7	6	7	8	1266761.625	2198909.75	836721.4375	390456.5	1348973.75	1442112.375	1398583.5	2272851.75	916486	622522.125	1587671.75	1528860.125	1365178.625	544868.0625	2728142	1061502.125	506334.8125	1655176.875	1611838.375	1420501.875	580538.375	906882.375	1637582.5	826436.8125	1108331.125	426121.46875	1667835.5	570705.8125	1059167.375	452898.71875	1465514.5	472764.8125	407216.40625	1162859.625	1276969.375	1219924.25	460587.21875	1374224.75	479323.4375	1096722.75	230836.046875	703390.25	1335882	504400.6875	1313274.875	1445893.5	486555.75	1417162.375
